sensor_type,device_type,timestamps,x,y,z
magnetometer,smartphone,1529417832133283072,-1.368713379,11.30981445,4.96673584
magnetometer,smartphone,1529417832153606912,-1.148986816,11.99645996,7.513427734
magnetometer,smartphone,1529417832173474048,-1.895141602,11.99951172,5.37109375
magnetometer,smartphone,1529417832193280000,-2.601623535,11.29455566,6.809997559
magnetometer,smartphone,1529417832213268992,0.2792358398,11.30981445,6.805419922
magnetometer,smartphone,1529417832233257984,0.2792358398,11.30981445,6.805419922
magnetometer,smartphone,1529417832253217024,0.2395629883,9.228515625,4.690551758
magnetometer,smartphone,1529417832273206016,0.2746582031,12.00866699,6.08215332
magnetometer,smartphone,1529417832293195008,0.2868652344,12.70294189,6.787109375
magnetometer,smartphone,1529417832313581056,0.260925293,11.31439209,5.377197266
magnetometer,smartphone,1529417832333446912,0.2655029297,10.61553955,6.100463867
magnetometer,smartphone,1529417832353161984,-1.885986328,10.60333252,6.817626953
magnetometer,smartphone,1529417832373241856,-3.691101074,9.124755859,3.221130371
magnetometer,smartphone,1529417832393140224,-2.944946289,9.120178223,5.363464355
magnetometer,smartphone,1529417832413129216,-1.490783691,9.82208252,6.066894531
magnetometer,smartphone,1529417832433118208,-0.8056640625,9.83581543,3.20892334
magnetometer,smartphone,1529417832453107200,-2.966308594,8.428955078,3.944396973
magnetometer,smartphone,1529417832473095936,0.6607055664,11.65924072,4.486083984
magnetometer,smartphone,1529417832493451264,-1.46484375,14.42871094,5.880737305
magnetometer,smartphone,1529417832513104128,-0.04577636719,12.35046387,5.192565918
magnetometer,smartphone,1529417832533062912,-0.05950927734,11.65618896,4.487609863
magnetometer,smartphone,1529417832553051904,-0.05493164062,10.95733643,5.210876465
magnetometer,smartphone,1529417832573040896,-0.05950927734,11.65618896,4.487609863
magnetometer,smartphone,1529417832593030144,0.6652832031,12.35656738,4.476928711
magnetometer,smartphone,1529417832613019136,-0.04272460938,13.04626465,5.183410645
magnetometer,smartphone,1529417832633008128,-0.7614135742,11.64703369,5.917358398
magnetometer,smartphone,1529417832653455104,-0.7843017578,10.95581055,4.498291016
magnetometer,smartphone,1529417832673139200,-0.7843017578,10.95581055,4.498291016
magnetometer,smartphone,1529417832692975104,-2.198791504,12.33673096,5.909729004
magnetometer,smartphone,1529417832712964096,0.004577636719,12.22991943,4.47845459
magnetometer,smartphone,1529417832732953088,2.160644531,11.5447998,4.484558105
magnetometer,smartphone,1529417832752942080,1.435852051,10.84442139,4.495239258
magnetometer,smartphone,1529417832772931072,3.601074219,11.5524292,4.483032227
magnetometer,smartphone,1529417832792920064,1.574707031,11.86218262,5.563354492
magnetometer,smartphone,1529417832813245184,0.8590698242,11.15875244,6.286621094
magnetometer,smartphone,1529417832833112064,-2.021789551,12.53967285,5.557250977
magnetometer,smartphone,1529417832852887040,0.8590698242,12.55493164,5.554199219
magnetometer,smartphone,1529417832872876032,0.1388549805,12.550354,5.555725098
magnetometer,smartphone,1529417832892865024,0.129699707,11.15722656,5.574035645
magnetometer,smartphone,1529417832912854016,0.1434326172,11.85150146,6.278991699
magnetometer,smartphone,1529417832932843008,0.1434326172,11.85150146,6.278991699
magnetometer,smartphone,1529417832952862976,-0.5905151367,11.1541748,5.574035645
magnetometer,smartphone,1529417832972820992,0.8544921875,11.85760498,5.563354492
magnetometer,smartphone,1529417832993084928,0.8453369141,11.86065674,4.849243164
magnetometer,smartphone,1529417833012829952,-0.5767822266,11.84844971,6.280517578
magnetometer,smartphone,1529417833032819200,1.354980469,9.838867188,3.569030762
magnetometer,smartphone,1529417833052777216,-0.08544921875,9.831237793,3.570556641
magnetometer,smartphone,1529417833072797184,0.6484985352,10.52856445,4.273986816
magnetometer,smartphone,1529417833092755200,0.6088256836,9.841918945,1.426696777
magnetometer,smartphone,1529417833112744192,0.163269043,11.22894287,3.84979248
magnetometer,smartphone,1529417833132733184,-2.700805664,12.60375977,4.54864502
magnetometer,smartphone,1529417833153089024,-2.69317627,11.20605469,5.996704102
magnetometer,smartphone,1529417833172772096,-1.251220703,11.21368408,5.995178223
magnetometer,smartphone,1529417833192730880,-1.968383789,11.90643311,5.986022949
magnetometer,smartphone,1529417833212688896,-0.5661010742,11.22741699,3.137207031
magnetometer,smartphone,1529417833232708864,-2.705383301,11.90795898,4.559326172
magnetometer,smartphone,1529417833252666880,-0.5279541016,11.9140625,5.98449707
magnetometer,smartphone,1529417833272656128,-0.5279541016,11.9140625,5.98449707
magnetometer,smartphone,1529417833292645120,-1.278686523,11.22131348,3.851318359
magnetometer,smartphone,1529417833312969984,-3.421020508,11.20452881,5.284118652
magnetometer,smartphone,1529417833332776192,0.163269043,11.22894287,3.84979248
magnetometer,smartphone,1529417833352612096,-2.684020996,12.59918213,5.978393555
magnetometer,smartphone,1529417833372632064,1.089477539,10.92529297,5.932617188
magnetometer,smartphone,1529417833392591104,-0.3555297852,11.61651611,5.210876465
magnetometer,smartphone,1529417833412580096,-1.066589355,11.6104126,5.924987793
magnetometer,smartphone,1529417833432569088,-0.5477905273,11.46087646,4.325866699
magnetometer,smartphone,1529417833452558080,-1.251220703,11.45324707,5.755615234
magnetometer,smartphone,1529417833472882176,-1.953125,10.04943848,7.919311523
magnetometer,smartphone,1529417833492749056,-1.954650879,11.4440918,7.18536377
magnetometer,smartphone,1529417833512586240,-1.251220703,11.45324707,5.755615234
magnetometer,smartphone,1529417833532544000,0.9017944336,10.07080078,5.772399902
magnetometer,smartphone,1529417833552503296,-0.5126953125,10.05706787,7.916259766
magnetometer,smartphone,1529417833572492032,0.2075195312,11.45629883,7.182312012
magnetometer,smartphone,1529417833592481024,-0.5386352539,10.06317139,5.773925781
magnetometer,smartphone,1529417833612499968,0.2105712891,10.75744629,7.907104492
magnetometer,smartphone,1529417833632459008,-0.5355834961,12.15515137,5.030822754
magnetometer,smartphone,1529417833652753152,-1.232910156,11.44866943,7.18536377
magnetometer,smartphone,1529417833672436992,-1.229858398,12.14447021,7.174682617
magnetometer,smartphone,1529417833692455936,-1.229858398,12.14447021,7.174682617
magnetometer,smartphone,1529417833712445184,1.672363281,10.13946533,4.754638672
magnetometer,smartphone,1529417833732403968,1.675415039,9.440612793,5.479431152
magnetometer,smartphone,1529417833752392960,-1.826477051,11.53411865,2.764892578
magnetometer,smartphone,1529417833772382208,-1.795959473,10.82763672,5.632019043
magnetometer,smartphone,1529417833792401152,-2.546691895,11.52954102,2.764892578
magnetometer,smartphone,1529417833812756992,-1.08795166,10.13793945,4.925537109
magnetometer,smartphone,1529417833832440064,0.3601074219,11.53717041,4.905700684
magnetometer,smartphone,1529417833852368128,-1.826477051,10.13793945,3.497314453
magnetometer,smartphone,1529417833872327168,-1.083374023,10.83374023,4.916381836
magnetometer,smartphone,1529417833892376832,-0.3723144531,12.23602295,3.468322754
magnetometer,smartphone,1529417833912305152,-2.520751953,11.5234375,4.908752441
magnetometer,smartphone,1529417833932293888,-1.795959473,10.82763672,5.632019043
magnetometer,smartphone,1529417833952282880,-1.817321777,10.13641357,4.211425781
magnetometer,smartphone,1529417833972608256,0.3646850586,10.83984375,5.628967285
magnetometer,smartphone,1529417833992413952,-0.3814697266,10.84289551,3.486633301
magnetometer,smartphone,1529417834012464128,-0.3768920898,10.14404297,4.209899902
magnetometer,smartphone,1529417834032269056,-1.109313965,9.44519043,3.506469727
magnetometer,smartphone,1529417834052228096,0.2227783203,9.47265625,4.884338379
magnetometer,smartphone,1529417834072217088,-0.5523681641,12.04223633,3.840637207
magnetometer,smartphone,1529417834092237056,0.8880615234,12.04986572,3.839111328
magnetometer,smartphone,1529417834112195072,-0.5447387695,12.03918457,4.554748535
magnetometer,smartphone,1529417834132550144,1.573181152,10.66741943,1.713562012
magnetometer,smartphone,1529417834152387072,0.895690918,12.04681396,4.553222656
magnetometer,smartphone,1529417834172162048,-0.5447387695,12.03918457,4.554748535
magnetometer,smartphone,1529417834192151040,-1.295471191,11.34643555,2.423095703
magnetometer,smartphone,1529417834212140032,-0.5523681641,12.04223633,3.840637207
magnetometer,smartphone,1529417834232129024,0.1846313477,12.04071045,5.268859863
magnetometer,smartphone,1529417834252118272,-1.286315918,11.34338379,3.137207031
magnetometer,smartphone,1529417834272107008,-0.5752563477,11.3494873,2.421569824
magnetometer,smartphone,1529417834292096000,-0.5569458008,12.74108887,3.117370605
magnetometer,smartphone,1529417834312421120,-1.286315918,11.34338379,3.137207031
magnetometer,smartphone,1529417834332134912,-1.992797852,12.03460693,3.842163086
magnetometer,smartphone,1529417834352068864,-1.26953125,12.73498535,3.833007812
magnetometer,smartphone,1529417834372057856,-0.9353637695,13.76037598,5.95703125
magnetometer,smartphone,1529417834392016896,-0.4241943359,10.82763672,4.867553711
magnetometer,smartphone,1529417834412035840,-1.860046387,11.51733398,4.859924316
magnetometer,smartphone,1529417834431994880,-1.123046875,12.9119873,5.555725098
magnetometer,smartphone,1529417834451983872,-1.13067627,11.51885986,5.574035645
magnetometer,smartphone,1529417834472399872,-1.876831055,11.52191162,3.43170166
magnetometer,smartphone,1529417834492023040,-1.126098633,12.21466064,5.564880371
magnetometer,smartphone,1529417834511981824,-2.597045898,11.51885986,3.433227539
magnetometer,smartphone,1529417834531939840,-0.4150390625,13.61694336,4.116821289
magnetometer,smartphone,1529417834551928832,-1.13067627,11.51885986,5.574035645
magnetometer,smartphone,1529417834571949056,-3.314208984,12.21160889,3.424072266
magnetometer,smartphone,1529417834591907072,-2.571105957,11.51123047,5.575561523
magnetometer,smartphone,1529417834611896064,0.9948730469,11.53869629,2.713012695
magnetometer,smartphone,1529417834632220928,-3.309631348,12.90740967,3.414916992
magnetometer,smartphone,1529417834652026880,-2.610778809,10.82458496,2.728271484
magnetometer,smartphone,1529417834671894016,-3.291320801,12.90283203,4.843139648
magnetometer,smartphone,1529417834691883008,-1.846313477,12.21160889,5.564880371
magnetometer,smartphone,1529417834711901952,-0.6362915039,12.33825684,5.737304688
magnetometer,smartphone,1529417834731860992,-2.10723877,10.24627686,4.33807373
magnetometer,smartphone,1529417834751818752,-0.6546020508,10.94818115,5.041503906
magnetometer,smartphone,1529417834771838976,-1.396179199,11.64703369,2.890014648
magnetometer,smartphone,1529417834792162816,-1.374816895,12.33978271,4.309082031
magnetometer,smartphone,1529417834812029952,-0.6622314453,12.34588623,3.594970703
magnetometer,smartphone,1529417834831805952,-2.815246582,13.72680664,3.578186035
magnetometer,smartphone,1529417834851794944,-1.377868652,10.24780273,5.052185059
magnetometer,smartphone,1529417834871752960,-0.6591796875,11.64703369,4.318237305
magnetometer,smartphone,1529417834891741952,-0.6591796875,11.64703369,4.318237305
magnetometer,smartphone,1529417834911730944,-0.6591796875,11.64703369,4.318237305
magnetometer,smartphone,1529417834931719936,-2.793884277,13.02337646,5.731201172
magnetometer,smartphone,1529417834951739904,-2.085876465,12.3336792,5.024719238
magnetometer,smartphone,1529417834972065024,-1.387023926,11.64550781,3.604125977
magnetometer,smartphone,1529417834991748096,-1.387023926,11.64550781,3.604125977
magnetometer,smartphone,1529417835011675904,-2.099609375,11.6394043,4.319763184
magnetometer,smartphone,1529417835031665152,-1.374816895,10.94360352,5.043029785
magnetometer,smartphone,1529417835051654144,-4.362487793,11.86828613,4.309082031
magnetometer,smartphone,1529417835071643136,-2.926635742,11.17858887,4.316711426
magnetometer,smartphone,1529417835091631872,-3.668212891,10.48278809,2.899169922
magnetometer,smartphone,1529417835111620864,-4.362487793,11.86828613,4.309082031
magnetometer,smartphone,1529417835132006912,-2.938842773,10.48431396,3.611755371
magnetometer,smartphone,1529417835151660032,-5.070495605,11.16333008,5.74798584
magnetometer,smartphone,1529417835171587840,-2.926635742,11.17858887,4.316711426
magnetometer,smartphone,1529417835191607808,-3.637695312,11.17248535,5.032348633
magnetometer,smartphone,1529417835211596800,-2.935791016,11.18164062,3.602600098
magnetometer,smartphone,1529417835231586048,-3.642272949,11.87133789,4.309082031
magnetometer,smartphone,1529417835251544064,-2.909851074,12.56866455,5.012512207
magnetometer,smartphone,1529417835271533824,-3.630065918,11.16943359,5.746459961
magnetometer,smartphone,1529417835291857920,-2.180480957,12.57019043,5.726623535
magnetometer,smartphone,1529417835311695104,-3.633117676,11.86828613,5.023193359
magnetometer,smartphone,1529417835331561984,-3.625488281,11.86676025,5.737304688
magnetometer,smartphone,1529417835351520000,-2.926635742,11.17858887,4.316711426
magnetometer,smartphone,1529417835371479040,-2.926635742,9.783935547,5.05065918
magnetometer,smartphone,1529417835391468032,-2.270507812,11.03973389,5.154418945
magnetometer,smartphone,1529417835411457024,-2.960205078,11.72637939,7.289123535
magnetometer,smartphone,1529417835432421888,-4.405212402,12.41760254,6.567382812
magnetometer,smartphone,1529417835451801088,-2.98614502,10.33782959,5.879211426
magnetometer,smartphone,1529417835471667968,-3.715515137,11.73248291,4.432678223
magnetometer,smartphone,1529417835491442944,-3.7109375,11.03363037,5.155944824
magnetometer,smartphone,1529417835511431936,-3.701782227,11.03057861,5.870056152
magnetometer,smartphone,1529417835531420928,-1.536560059,10.34240723,6.591796875
magnetometer,smartphone,1529417835551379968,-5.142211914,12.41912842,5.139160156
magnetometer,smartphone,1529417835571368960,-2.995300293,11.73553467,4.431152344
magnetometer,smartphone,1529417835591357952,-2.265930176,11.73706055,5.145263672
magnetometer,smartphone,1529417835611346944,-3.720092773,11.03515625,4.441833496
magnetometer,smartphone,1529417835631670784,-3.72467041,11.73400879,3.717041016
magnetometer,smartphone,1529417835651354880,-4.405212402,12.41760254,6.567382812
magnetometer,smartphone,1529417835671343872,-2.703857422,10.94360352,5.049133301
magnetometer,smartphone,1529417835691302912,-3.428649902,11.63787842,4.327392578
magnetometer,smartphone,1529417835711291904,-0.8438110352,10.77270508,5.166625977
magnetometer,smartphone,1529417835731280896,-0.1190185547,10.07843018,5.889892578
magnetometer,smartphone,1529417835751270144,-4.411315918,12.13989258,7.295227051
magnetometer,smartphone,1529417835771259136,-0.8575439453,10.07995605,4.461669922
magnetometer,smartphone,1529417835791644928,-1.542663574,10.06622314,7.319641113
magnetometer,smartphone,1529417835811358976,-2.293395996,9.373474121,5.187988281
magnetometer,smartphone,1529417835831226112,-1.573181152,9.376525879,5.186462402
magnetometer,smartphone,1529417835851214848,-0.8529663086,9.381103516,5.184936523
magnetometer,smartphone,1529417835871203840,-0.1235961914,10.77728271,5.166625977
magnetometer,smartphone,1529417835891192832,-1.573181152,10.77270508,4.454040527
magnetometer,smartphone,1529417835911181824,-2.99987793,10.06317139,5.892944336
magnetometer,smartphone,1529417835931170816,-0.1235961914,12.17193604,4.432678223
magnetometer,smartphone,1529417835951495936,-1.568603516,10.07385254,5.177307129
magnetometer,smartphone,1529417835971332096,-1.577758789,8.680725098,5.195617676
magnetometer,smartphone,1529417835991169024,-3.45916748,13.60321045,5.247497559
magnetometer,smartphone,1529417836011158016,-2.751159668,11.51733398,5.274963379
magnetometer,smartphone,1529417836031116032,-4.191589355,12.90588379,4.542541504
magnetometer,smartphone,1529417836051105024,-3.20892334,10.45379639,7.725524902
magnetometer,smartphone,1529417836071094016,-3.955078125,11.85302734,4.850769043
magnetometer,smartphone,1529417836091113984,-3.971862793,10.46142578,4.154968262
magnetometer,smartphone,1529417836111469056,-3.218078613,11.85150146,6.278991699
magnetometer,smartphone,1529417836131335936,-3.945922852,10.45532227,6.298828125
magnetometer,smartphone,1529417836151049984,-3.221130371,9.759521484,7.020568848
magnetometer,smartphone,1529417836171099904,-4.658508301,10.44921875,7.012939453
magnetometer,smartphone,1529417836191027968,-2.510070801,11.16027832,5.572509766
magnetometer,smartphone,1529417836211016960,-3.251647949,11.86065674,3.421020508
magnetometer,smartphone,1529417836231005952,-3.213500977,11.15264893,7.002258301
magnetometer,smartphone,1529417836250994944,-3.959655762,11.15570068,4.859924316
magnetometer,smartphone,1529417836270983936,-3.225708008,10.45837402,6.297302246
magnetometer,smartphone,1529417836291309056,-3.247070312,9.767150879,4.878234863
magnetometer,smartphone,1529417836310992896,-3.677368164,9.945678711,3.86505127
magnetometer,smartphone,1529417836330950912,-4.406738281,9.944152832,3.150939941
magnetometer,smartphone,1529417836351001088,-2.952575684,9.251403809,4.586791992
magnetometer,smartphone,1529417836370959872,-2.223205566,9.251403809,5.30090332
magnetometer,smartphone,1529417836390948864,-4.302978516,10.11657715,6.604003906
magnetometer,smartphone,1529417836410906880,-3.587341309,9.423828125,6.611633301
magnetometer,smartphone,1529417836430895872,-3.604125977,10.82458496,4.449462891
magnetometer,smartphone,1529417836451312896,-2.857971191,9.425354004,7.325744629
magnetometer,smartphone,1529417836470995968,-3.578186035,9.422302246,7.325744629
magnetometer,smartphone,1529417836490863104,-4.315185547,9.422302246,5.897521973
magnetometer,smartphone,1529417836510912768,-3.573608398,10.11810303,7.316589355
magnetometer,smartphone,1529417836530872064,-3.565979004,10.11505127,8.030700684
magnetometer,smartphone,1529417836550829824,-3.582763672,10.12115479,6.602478027
magnetometer,smartphone,1529417836570818816,-4.315185547,9.422302246,5.897521973
magnetometer,smartphone,1529417836590807808,-3.587341309,10.82000732,5.879211426
magnetometer,smartphone,1529417836611133184,-3.565979004,10.11505127,8.030700684
magnetometer,smartphone,1529417836630969856,-3.535461426,12.15667725,4.429626465
magnetometer,smartphone,1529417836650835968,-3.523254395,11.45477295,5.868530273
magnetometer,smartphone,1529417836670855936,-2.104187012,12.16583252,3.713989258
magnetometer,smartphone,1529417836690753024,-0.6500244141,11.47155762,5.149841309
magnetometer,smartphone,1529417836710742016,-6.413269043,10.90393066,5.456542969
magnetometer,smartphone,1529417836730732032,-4.025268555,11.37390137,3.83605957
magnetometer,smartphone,1529417836750721024,-1.139831543,10.69030762,4.556274414
magnetometer,smartphone,1529417836771106048,-1.881408691,7.203674316,4.60357666
magnetometer,smartphone,1529417836790942976,-2.584838867,9.986877441,4.566955566
magnetometer,smartphone,1529417836810688000,-3.291320801,10.67657471,5.2734375
magnetometer,smartphone,1529417836830706944,-3.283691406,10.67352295,5.987548828
magnetometer,smartphone,1529417836850665984,-1.864624023,11.38458252,3.833007812
magnetometer,smartphone,1529417836870654976,-1.13067627,9.292602539,6.004333496
magnetometer,smartphone,1529417836890643968,-2.563476562,10.67810059,5.987548828
magnetometer,smartphone,1529417836910632960,-3.295898438,9.980773926,5.282592773
magnetometer,smartphone,1529417836930621952,-1.846313477,9.985351562,5.995178223
magnetometer,smartphone,1529417836950977024,-2.159118652,9.591674805,5.41229248
magnetometer,smartphone,1529417836970629888,-2.146911621,10.28594971,6.117248535
magnetometer,smartphone,1529417836990588928,-2.900695801,10.29205322,3.260803223
magnetometer,smartphone,1529417837010577920,-1.426696777,10.28900146,6.115722656
magnetometer,smartphone,1529417837030566912,-0.7278442383,9.600830078,4.695129395
magnetometer,smartphone,1529417837050555904,-2.340698242,10.31951904,5.039978027
magnetometer,smartphone,1529417837070544896,-2.345275879,12.4130249,3.582763672
magnetometer,smartphone,1529417837090533888,-2.340698242,10.31951904,5.039978027
magnetometer,smartphone,1529417837110949888,-0.1892089844,10.33172607,4.322814941
magnetometer,smartphone,1529417837130633984,-2.336120605,12.40997314,4.298400879
magnetometer,smartphone,1529417837150500864,-2.323913574,10.31494141,6.469726562
magnetometer,smartphone,1529417837170520064,-2.349853516,11.71722412,3.593444824
magnetometer,smartphone,1529417837190479104,-0.8911132812,11.71875,5.020141602
magnetometer,smartphone,1529417837210468096,-0.8911132812,11.71875,5.020141602
magnetometer,smartphone,1529417837230487040,-1.620483398,11.71722412,4.306030273
magnetometer,smartphone,1529417837250446080,-1.585388184,11.70806885,7.164001465
magnetometer,smartphone,1529417837270801152,-2.331542969,12.07275391,5.25970459
magnetometer,smartphone,1529417837290637824,-2.359008789,12.0803833,3.117370605
magnetometer,smartphone,1529417837310412800,-2.331542969,10.67657471,5.993652344
magnetometer,smartphone,1529417837330462976,-2.345275879,11.378479,4.554748535
magnetometer,smartphone,1529417837350390784,-3.074645996,12.77313232,3.108215332
magnetometer,smartphone,1529417837370379776,-3.048706055,12.76550293,5.252075195
magnetometer,smartphone,1529417837390369024,-2.375793457,10.07385254,3.096008301
magnetometer,smartphone,1529417837410358016,-3.80859375,11.45935059,3.079223633
magnetometer,smartphone,1529417837430743808,-2.363586426,10.76812744,3.800964355
magnetometer,smartphone,1529417837450611200,-1.643371582,10.7711792,3.799438477
magnetometer,smartphone,1529417837470324992,-3.091430664,10.76660156,3.086853027
magnetometer,smartphone,1529417837490374912,-3.820800781,10.76507568,2.374267578
magnetometer,smartphone,1529417837510302976,-3.086853027,10.06774902,3.810119629
magnetometer,smartphone,1529417837530322944,-1.698303223,10.08911133,-0.4776000977
magnetometer,smartphone,1529417837550280960,-0.944519043,10.08300781,2.378845215
magnetometer,smartphone,1529417837570269952,-2.388000488,9.379577637,2.391052246
magnetometer,smartphone,1529417837590258944,-2.46887207,11.5814209,4.565429688
magnetometer,smartphone,1529417837610614016,-3.193664551,10.88256836,4.57611084
magnetometer,smartphone,1529417837630328832,-3.909301758,10.17913818,5.30090332
magnetometer,smartphone,1529417837650226176,-4.621887207,11.56921387,5.282592773
magnetometer,smartphone,1529417837670214912,-2.485656738,10.19134521,3.869628906
magnetometer,smartphone,1529417837690203904,-1.736450195,10.88409424,6.002807617
magnetometer,smartphone,1529417837710223872,-4.608154297,10.86730957,6.721496582
magnetometer,smartphone,1529417837730212864,-4.061889648,12.3046875,5.436706543
magnetometer,smartphone,1529417837750170880,-2.635192871,11.61804199,4.730224609
magnetometer,smartphone,1529417837770586880,-4.084777832,11.61346436,4.01763916
magnetometer,smartphone,1529417837790241024,-3.367614746,10.92071533,4.026794434
magnetometer,smartphone,1529417837810168832,-5.529785156,12.3046875,3.295898438
magnetometer,smartphone,1529417837830158080,-4.800415039,10.91003418,4.742431641
magnetometer,smartphone,1529417837850115840,-4.08782959,10.9161377,4.026794434
magnetometer,smartphone,1529417837870105088,-5.528259277,10.9085083,4.028320312
magnetometer,smartphone,1529417837890094080,-3.33404541,10.91003418,6.883239746
magnetometer,smartphone,1529417837910083072,-5.2734375,10.6628418,5.278015137
magnetometer,smartphone,1529417837930407936,-2.386474609,8.584594727,6.730651855
magnetometer,smartphone,1529417837950274816,-2.412414551,8.590698242,4.588317871
magnetometer,smartphone,1529417837970081024,-2.395629883,11.37695312,4.550170898
magnetometer,smartphone,1529417837990070016,-2.409362793,9.288024902,4.577636719
magnetometer,smartphone,1529417838010027776,-3.115844727,9.977722168,5.284118652
magnetometer,smartphone,1529417838030016768,-3.108215332,9.97467041,5.99822998
magnetometer,smartphone,1529417838050005760,-0.2044677734,10.88104248,2.833557129
magnetometer,smartphone,1529417838069994752,-1.756286621,12.02392578,2.157592773
magnetometer,smartphone,1529417838090411776,-4.650878906,9.91973877,2.18963623
magnetometer,smartphone,1529417838110279168,-3.215026855,12.0223999,0.7308959961
magnetometer,smartphone,1529417838129961984,-3.192138672,11.31744385,2.883911133
magnetometer,smartphone,1529417838149950976,-2.464294434,12.71514893,2.864074707
magnetometer,smartphone,1529417838169939968,-1.751708984,11.32507324,2.880859375
magnetometer,smartphone,1529417838189929984,-2.481079102,9.928894043,2.900695801
magnetometer,smartphone,1529417838209918976,-1.045227051,10.63537598,2.17590332
magnetometer,smartphone,1529417838229907968,-1.554870605,9.98840332,5.101013184
magnetometer,smartphone,1529417838249896960,-0.1312255859,10.00061035,3.66973877
magnetometer,smartphone,1529417838270252032,-1.571655273,9.992980957,3.672790527
magnetometer,smartphone,1529417838289905152,-0.1007080078,10.69030762,5.804443359
magnetometer,smartphone,1529417838309894144,-0.8422851562,8.599853516,5.11932373
magnetometer,smartphone,1529417838329852928,-0.1174926758,9.298706055,5.108642578
magnetometer,smartphone,1529417838349841920,0.6103515625,9.300231934,5.821228027
magnetometer,smartphone,1529417838369831168,1.304626465,9.310913086,3.677368164
magnetometer,smartphone,1529417838389849856,-3.475952148,10.15777588,5.885314941
magnetometer,smartphone,1529417838409809152,-3.492736816,10.16235352,4.455566406
magnetometer,smartphone,1529417838430132992,-2.764892578,10.16387939,5.169677734
magnetometer,smartphone,1529417838449938944,-3.471374512,10.85357666,5.876159668
magnetometer,smartphone,1529417838469805824,-2.040100098,10.86425781,5.158996582
magnetometer,smartphone,1529417838489764864,-4.200744629,12.24822998,4.428100586
magnetometer,smartphone,1529417838509753856,-4.205322266,10.15625,5.171203613
magnetometer,smartphone,1529417838529742848,-1.322937012,8.776855469,5.90057373
magnetometer,smartphone,1529417838549731840,-1.412963867,9.477233887,2.734375
magnetometer,smartphone,1529417838569720832,-0.6759643555,10.87188721,3.428649902
magnetometer,smartphone,1529417838590044928,0.03509521484,10.87799072,2.714538574
magnetometer,smartphone,1529417838609911808,-3.552246094,10.15777588,4.156494141
magnetometer,smartphone,1529417838629718016,-0.6759643555,10.87188721,3.428649902
magnetometer,smartphone,1529417838649677056,0.7598876953,10.18218994,3.436279297
magnetometer,smartphone,1529417838669696000,-0.6500244141,10.86425781,5.572509766
magnetometer,smartphone,1529417838689655040,-1.400756836,10.17150879,3.439331055
magnetometer,smartphone,1529417838709644032,-2.815246582,12.94708252,4.118347168
magnetometer,smartphone,1529417838729633024,-2.336120605,11.25640869,5.331420898
magnetometer,smartphone,1529417838749622016,-2.349853516,10.56365967,4.624938965
magnetometer,smartphone,1529417838769915904,-3.048706055,11.25030518,6.045532227
magnetometer,smartphone,1529417838789629952,-3.048706055,11.25030518,6.045532227
magnetometer,smartphone,1529417838809618944,-3.048706055,11.25030518,6.045532227
magnetometer,smartphone,1529417838829577984,-3.056335449,9.858703613,6.065368652
magnetometer,smartphone,1529417838849566976,-3.039550781,11.2487793,6.759643555
magnetometer,smartphone,1529417838869555968,-1.414489746,11.83166504,5.850219727
magnetometer,smartphone,1529417838889544960,-1.42364502,10.44006348,5.868530273
magnetometer,smartphone,1529417838909533952,-0.7125854492,11.84082031,4.420471191
magnetometer,smartphone,1529417838929858816,-1.406860352,11.83013916,6.564331055
magnetometer,smartphone,1529417838949573120,-1.428222656,11.13891602,5.143737793
magnetometer,smartphone,1529417838969531904,0.02593994141,13.23547363,5.114746094
magnetometer,smartphone,1529417838989489920,-2.85949707,11.12823486,5.860900879
magnetometer,smartphone,1529417839009478912,-1.419067383,11.13586426,5.859375
magnetometer,smartphone,1529417839029467904,-1.432800293,11.83776855,4.420471191
magnetometer,smartphone,1529417839049457152,-2.130126953,12.52441406,5.841064453
magnetometer,smartphone,1529417839069446144,-0.6118774414,8.901977539,4.885864258
magnetometer,smartphone,1529417839089771008,-0.6332397461,8.210754395,3.465270996
magnetometer,smartphone,1529417839109576960,-0.6042480469,8.90045166,5.599975586
magnetometer,smartphone,1529417839129443840,-1.341247559,7.50579834,4.904174805
magnetometer,smartphone,1529417839149432832,-0.6256103516,9.603881836,3.446960449
magnetometer,smartphone,1529417839169390848,-1.315307617,8.894348145,6.314086914
magnetometer,smartphone,1529417839189379840,-4.39453125,10.15930176,4.817199707
magnetometer,smartphone,1529417839209368832,-3.681945801,10.16540527,4.1015625
magnetometer,smartphone,1529417839229357824,-2.961730957,10.16845703,4.100036621
magnetometer,smartphone,1529417839249712896,-2.932739258,10.8581543,6.234741211
magnetometer,smartphone,1529417839269579776,-3.66973877,10.85968018,4.806518555
magnetometer,smartphone,1529417839289325056,-2.961730957,10.16845703,4.100036621
magnetometer,smartphone,1529417839309314048,-0.7888793945,10.87341309,4.803466797
magnetometer,smartphone,1529417839329334016,-1.490783691,10.86578369,6.233215332
magnetometer,smartphone,1529417839349292032,-2.224731445,10.16693115,5.528259277
magnetometer,smartphone,1529417839369281024,-2.95715332,9.469604492,4.824829102
magnetometer,smartphone,1529417839389270016,-1.617431641,10.34545898,5.462646484
magnetometer,smartphone,1529417839409259008,-1.608276367,10.34240723,6.176757812
magnetometer,smartphone,1529417839429522944,-2.349853516,9.648132324,4.75769043
